Date,Visitor,G_Vis,Home,G_Home,OT Ind,Season
2014-04-21,Pittsburgh Penguins,4,Columbus Blue Jackets,3,0,playoffs2014
2014-04-21,St. Louis Blues,0,Chicago Blackhawks,2,0,playoffs2014
2014-04-21,Anaheim Ducks,0,Dallas Stars,3,0,playoffs2014
2014-04-21,Colorado Avalanche,0,Minnesota Wild,1,1,playoffs2014
2014-04-22,New York Rangers,4,Philadelphia Flyers,1,0,playoffs2014
2014-04-22,Tampa Bay Lightning,3,Montreal Canadiens,4,0,playoffs2014
2014-04-22,Boston Bruins,3,Detroit Red Wings,0,0,playoffs2014
2014-04-22,San Jose Sharks,4,Los Angeles Kings,3,1,playoffs2014
2014-04-23,Pittsburgh Penguins,3,Columbus Blue Jackets,4,1,playoffs2014
2014-04-23,St. Louis Blues,3,Chicago Blackhawks,4,1,playoffs2014
2014-04-23,Anaheim Ducks,2,Dallas Stars,4,0,playoffs2014
2014-04-24,Boston Bruins,3,Detroit Red Wings,2,1,playoffs2014
2014-04-24,San Jose Sharks,3,Los Angeles Kings,6,0,playoffs2014
2014-04-24,Colorado Avalanche,1,Minnesota Wild,2,0,playoffs2014
2014-04-25,Dallas Stars,2,Anaheim Ducks,6,0,playoffs2014
2014-04-25,New York Rangers,1,Philadelphia Flyers,2,0,playoffs2014
2014-04-25,Chicago Blackhawks,3,St. Louis Blues,2,1,playoffs2014
2014-04-26,Minnesota Wild,3,Colorado Avalanche,4,1,playoffs2014
2014-04-26,Los Angeles Kings,3,San Jose Sharks,0,0,playoffs2014
2014-04-26,Columbus Blue Jackets,1,Pittsburgh Penguins,3,0,playoffs2014
2014-04-26,Detroit Red Wings,2,Boston Bruins,4,0,playoffs2014
2014-04-27,St. Louis Blues,1,Chicago Blackhawks,5,0,playoffs2014
2014-04-27,Anaheim Ducks,5,Dallas Stars,4,1,playoffs2014
2014-04-27,Philadelphia Flyers,2,New York Rangers,4,0,playoffs2014
2014-04-28,Pittsburgh Penguins,4,Columbus Blue Jackets,3,0,playoffs2014
2014-04-28,San Jose Sharks,1,Los Angeles Kings,4,0,playoffs2014
2014-04-28,Colorado Avalanche,2,Minnesota Wild,5,0,playoffs2014
2014-04-29,New York Rangers,2,Philadelphia Flyers,5,0,playoffs2014
2014-04-30,Los Angeles Kings,5,San Jose Sharks,1,0,playoffs2014
2014-04-30,Philadelphia Flyers,1,New York Rangers,2,0,playoffs2014
2014-04-30,Minnesota Wild,5,Colorado Avalanche,4,1,playoffs2014
2014-05-01,Montreal Canadiens,4,Boston Bruins,3,0,playoffs2014
2014-05-02,New York Rangers,3,Pittsburgh Penguins,2,1,playoffs2014
2014-05-02,Minnesota Wild,2,Chicago Blackhawks,5,0,playoffs2014
2014-05-03,Los Angeles Kings,3,Anaheim Ducks,2,1,playoffs2014
2014-05-03,Montreal Canadiens,3,Boston Bruins,5,0,playoffs2014
2014-05-04,Minnesota Wild,1,Chicago Blackhawks,4,0,playoffs2014
2014-05-04,New York Rangers,0,Pittsburgh Penguins,3,0,playoffs2014
2014-05-05,Los Angeles Kings,3,Anaheim Ducks,1,0,playoffs2014
2014-05-05,Pittsburgh Penguins,2,New York Rangers,0,0,playoffs2014
2014-05-06,Chicago Blackhawks,0,Minnesota Wild,4,0,playoffs2014
2014-05-06,Boston Bruins,2,Montreal Canadiens,4,0,playoffs2014
2014-05-07,Pittsburgh Penguins,4,New York Rangers,2,0,playoffs2014
2014-05-08,Anaheim Ducks,3,Los Angeles Kings,2,0,playoffs2014
2014-05-08,Boston Bruins,1,Montreal Canadiens,0,1,playoffs2014
2014-05-09,Chicago Blackhawks,2,Minnesota Wild,4,0,playoffs2014
2014-05-09,New York Rangers,5,Pittsburgh Penguins,1,0,playoffs2014
2014-05-10,Montreal Canadiens,2,Boston Bruins,4,0,playoffs2014
2014-05-10,Anaheim Ducks,2,Los Angeles Kings,0,0,playoffs2014
2014-05-11,Minnesota Wild,1,Chicago Blackhawks,2,0,playoffs2014
2014-05-11,Pittsburgh Penguins,1,New York Rangers,3,0,playoffs2014
2014-05-12,Los Angeles Kings,3,Anaheim Ducks,4,0,playoffs2014
2014-05-12,Boston Bruins,0,Montreal Canadiens,4,0,playoffs2014
2014-05-13,Chicago Blackhawks,2,Minnesota Wild,1,1,playoffs2014
2014-05-13,New York Rangers,2,Pittsburgh Penguins,1,0,playoffs2014
2014-05-14,Montreal Canadiens,3,Boston Bruins,1,0,playoffs2014
2014-05-14,Anaheim Ducks,1,Los Angeles Kings,2,0,playoffs2014
2014-05-16,Los Angeles Kings,6,Anaheim Ducks,2,0,playoffs2014
2014-05-17,New York Rangers,7,Montreal Canadiens,2,0,playoffs2014
2014-05-18,Los Angeles Kings,1,Chicago Blackhawks,3,0,playoffs2014
2014-05-19,New York Rangers,3,Montreal Canadiens,1,0,playoffs2014
2014-05-21,Los Angeles Kings,6,Chicago Blackhawks,2,0,playoffs2014
2014-05-22,Montreal Canadiens,3,New York Rangers,2,1,playoffs2014
2014-05-24,Chicago Blackhawks,3,Los Angeles Kings,4,0,playoffs2014
2014-05-25,Montreal Canadiens,2,New York Rangers,3,1,playoffs2014
2014-05-26,Chicago Blackhawks,2,Los Angeles Kings,5,0,playoffs2014
2014-05-27,New York Rangers,4,Montreal Canadiens,7,0,playoffs2014
2014-05-28,Los Angeles Kings,4,Chicago Blackhawks,5,0,playoffs2014
2014-05-29,Montreal Canadiens,0,New York Rangers,1,0,playoffs2014
2014-05-30,Chicago Blackhawks,4,Los Angeles Kings,3,0,playoffs2014
2014-06-01,Los Angeles Kings,5,Chicago Blackhawks,4,1,playoffs2014
2014-06-04,New York Rangers,2,Los Angeles Kings,3,1,playoffs2014
2014-06-07,New York Rangers,4,Los Angeles Kings,5,0,playoffs2014
2014-06-09,Los Angeles Kings,3,New York Rangers,0,0,playoffs2014
2014-06-11,Los Angeles Kings,1,New York Rangers,2,0,playoffs2014
2014-06-13,New York Rangers,2,Los Angeles Kings,3,0,playoffs2014
2015-04-15,Chicago Blackhawks,4,Nashville Predators,3,0,playoffs2015
2015-04-15,Ottawa Senators,3,Montreal Canadiens,4,0,playoffs2015
2015-04-15,New York Islanders,4,Washington Capitals,1,0,playoffs2015
2015-04-15,Calgary Flames,2,Vancouver Canucks,1,0,playoffs2015
2015-04-16,Winnipeg Jets,2,Anaheim Ducks,4,0,playoffs2015
2015-04-16,Detroit Red Wings,3,Tampa Bay Lightning,2,0,playoffs2015
2015-04-16,Pittsburgh Penguins,1,New York Rangers,2,0,playoffs2015
2015-04-16,Minnesota Wild,4,St. Louis Blues,2,0,playoffs2015
2015-04-17,Ottawa Senators,2,Montreal Canadiens,3,1,playoffs2015
2015-04-17,Chicago Blackhawks,2,Nashville Predators,6,0,playoffs2015
2015-04-17,Calgary Flames,1,Vancouver Canucks,4,0,playoffs2015
2015-04-17,New York Islanders,3,Washington Capitals,4,0,playoffs2015
2015-04-18,Detroit Red Wings,1,Tampa Bay Lightning,5,0,playoffs2015
2015-04-18,Minnesota Wild,1,St. Louis Blues,4,0,playoffs2015
2015-04-18,Pittsburgh Penguins,4,New York Rangers,3,0,playoffs2015
2015-04-18,Winnipeg Jets,1,Anaheim Ducks,2,0,playoffs2015
2015-04-19,Vancouver Canucks,2,Calgary Flames,4,0,playoffs2015
2015-04-19,Nashville Predators,2,Chicago Blackhawks,4,0,playoffs2015
2015-04-19,Washington Capitals,1,New York Islanders,2,1,playoffs2015
2015-04-19,Montreal Canadiens,2,Ottawa Senators,1,1,playoffs2015
2015-04-20,St. Louis Blues,0,Minnesota Wild,3,0,playoffs2015
2015-04-20,New York Rangers,2,Pittsburgh Penguins,1,0,playoffs2015
2015-04-20,Anaheim Ducks,5,Winnipeg Jets,4,1,playoffs2015
2015-04-21,Washington Capitals,2,New York Islanders,1,1,playoffs2015
2015-04-21,Nashville Predators,2,Chicago Blackhawks,3,0,playoffs2015
2015-04-21,Vancouver Canucks,1,Calgary Flames,3,0,playoffs2015
2015-04-21,Tampa Bay Lightning,0,Detroit Red Wings,3,0,playoffs2015
2015-04-22,St. Louis Blues,6,Minnesota Wild,1,0,playoffs2015
2015-04-22,Montreal Canadiens,0,Ottawa Senators,1,0,playoffs2015
2015-04-22,New York Rangers,2,Pittsburgh Penguins,1,1,playoffs2015
2015-04-22,Anaheim Ducks,5,Winnipeg Jets,2,0,playoffs2015
2015-04-23,Tampa Bay Lightning,3,Detroit Red Wings,2,1,playoffs2015
2015-04-23,Chicago Blackhawks,2,Nashville Predators,5,0,playoffs2015
2015-04-23,Calgary Flames,1,Vancouver Canucks,2,0,playoffs2015
2015-04-23,New York Islanders,1,Washington Capitals,5,0,playoffs2015
2015-04-24,Ottawa Senators,5,Montreal Canadiens,1,0,playoffs2015
2015-04-24,Minnesota Wild,4,St. Louis Blues,1,0,playoffs2015
2015-04-24,Pittsburgh Penguins,1,New York Rangers,2,1,playoffs2015
2015-04-25,Vancouver Canucks,4,Calgary Flames,7,0,playoffs2015
2015-04-25,Nashville Predators,3,Chicago Blackhawks,4,0,playoffs2015
2015-04-25,Washington Capitals,1,New York Islanders,3,0,playoffs2015
2015-04-25,Detroit Red Wings,4,Tampa Bay Lightning,0,0,playoffs2015
2015-04-26,St. Louis Blues,1,Minnesota Wild,4,0,playoffs2015
2015-04-26,Montreal Canadiens,2,Ottawa Senators,0,0,playoffs2015
2015-04-27,Tampa Bay Lightning,5,Detroit Red Wings,2,0,playoffs2015
2015-04-27,New York Islanders,1,Washington Capitals,2,0,playoffs2015
2015-04-29,Detroit Red Wings,0,Tampa Bay Lightning,2,0,playoffs2015
2015-04-30,Washington Capitals,2,New York Rangers,1,0,playoffs2015
2015-04-30,Calgary Flames,1,Anaheim Ducks,6,0,playoffs2015
2015-05-01,Minnesota Wild,3,Chicago Blackhawks,4,0,playoffs2015
2015-05-01,Tampa Bay Lightning,2,Montreal Canadiens,1,0,playoffs2015
2015-05-02,Washington Capitals,2,New York Rangers,3,0,playoffs2015
2015-05-03,Calgary Flames,0,Anaheim Ducks,3,0,playoffs2015
2015-05-03,Minnesota Wild,1,Chicago Blackhawks,4,0,playoffs2015
2015-05-03,Tampa Bay Lightning,6,Montreal Canadiens,2,0,playoffs2015
2015-05-04,New York Rangers,0,Washington Capitals,1,0,playoffs2015
2015-05-05,Chicago Blackhawks,1,Minnesota Wild,0,0,playoffs2015
2015-05-05,Anaheim Ducks,3,Calgary Flames,4,1,playoffs2015
2015-05-06,Montreal Canadiens,1,Tampa Bay Lightning,2,0,playoffs2015
2015-05-06,New York Rangers,1,Washington Capitals,2,0,playoffs2015
2015-05-07,Chicago Blackhawks,4,Minnesota Wild,3,0,playoffs2015
2015-05-07,Montreal Canadiens,6,Tampa Bay Lightning,2,0,playoffs2015
2015-05-08,Anaheim Ducks,4,Calgary Flames,2,0,playoffs2015
2015-05-08,Washington Capitals,1,New York Rangers,2,1,playoffs2015
2015-05-09,Tampa Bay Lightning,1,Montreal Canadiens,2,0,playoffs2015
2015-05-10,Calgary Flames,2,Anaheim Ducks,3,1,playoffs2015
2015-05-10,New York Rangers,4,Washington Capitals,3,0,playoffs2015
2015-05-12,Montreal Canadiens,1,Tampa Bay Lightning,4,0,playoffs2015
2015-05-13,Washington Capitals,1,New York Rangers,2,1,playoffs2015
2015-05-16,Tampa Bay Lightning,1,New York Rangers,2,0,playoffs2015
2015-05-17,Chicago Blackhawks,1,Anaheim Ducks,4,0,playoffs2015
2015-05-18,Tampa Bay Lightning,6,New York Rangers,2,0,playoffs2015
2015-05-19,Chicago Blackhawks,3,Anaheim Ducks,2,0,playoffs2015
2015-05-20,New York Rangers,5,Tampa Bay Lightning,6,1,playoffs2015
2015-05-21,Anaheim Ducks,2,Chicago Blackhawks,1,0,playoffs2015
2015-05-22,New York Rangers,5,Tampa Bay Lightning,1,0,playoffs2015
2015-05-23,Anaheim Ducks,4,Chicago Blackhawks,5,0,playoffs2015
2015-05-24,Tampa Bay Lightning,2,New York Rangers,0,0,playoffs2015
2015-05-25,Chicago Blackhawks,4,Anaheim Ducks,5,1,playoffs2015
2015-05-26,New York Rangers,7,Tampa Bay Lightning,3,0,playoffs2015
2015-05-27,Anaheim Ducks,2,Chicago Blackhawks,5,0,playoffs2015
2015-05-29,Tampa Bay Lightning,2,New York Rangers,0,0,playoffs2015
2015-05-30,Chicago Blackhawks,5,Anaheim Ducks,3,0,playoffs2015
2015-06-03,Chicago Blackhawks,2,Tampa Bay Lightning,1,0,playoffs2015
2015-06-06,Chicago Blackhawks,3,Tampa Bay Lightning,4,0,playoffs2015
2015-06-08,Tampa Bay Lightning,3,Chicago Blackhawks,2,0,playoffs2015
2015-06-10,Tampa Bay Lightning,1,Chicago Blackhawks,2,0,playoffs2015
2015-06-13,Chicago Blackhawks,2,Tampa Bay Lightning,1,0,playoffs2015
2015-06-15,Tampa Bay Lightning,0,Chicago Blackhawks,2,0,playoffs2015
2016-04-13,Chicago Blackhawks,0,St. Louis Blues,1,1,playoffs2016
2016-04-13,New York Rangers,2,Pittsburgh Penguins,5,0,playoffs2016
2016-04-13,Detroit Red Wings,2,Tampa Bay Lightning,3,0,playoffs2016
2016-04-14,Minnesota Wild,0,Dallas Stars,4,0,playoffs2016
2016-04-14,Philadelphia Flyers,0,Washington Capitals,2,0,playoffs2016
2016-04-14,New York Islanders,5,Florida Panthers,4,0,playoffs2016
2016-04-14,San Jose Sharks,4,Los Angeles Kings,3,0,playoffs2016
2016-04-15,Nashville Predators,3,Anaheim Ducks,2,0,playoffs2016
2016-04-15,New York Islanders,1,Florida Panthers,3,0,playoffs2016
2016-04-15,Chicago Blackhawks,3,St. Louis Blues,2,0,playoffs2016
2016-04-15,Detroit Red Wings,2,Tampa Bay Lightning,5,0,playoffs2016
2016-04-16,Philadelphia Flyers,1,Washington Capitals,4,0,playoffs2016
2016-04-16,New York Rangers,4,Pittsburgh Penguins,2,0,playoffs2016
2016-04-16,San Jose Sharks,2,Los Angeles Kings,1,0,playoffs2016
2016-04-16,Minnesota Wild,1,Dallas Stars,2,0,playoffs2016
2016-04-17,Nashville Predators,3,Anaheim Ducks,2,0,playoffs2016
2016-04-17,St. Louis Blues,3,Chicago Blackhawks,2,0,playoffs2016
2016-04-17,Tampa Bay Lightning,0,Detroit Red Wings,2,0,playoffs2016
2016-04-17,Florida Panthers,3,New York Islanders,4,1,playoffs2016
2016-04-18,Dallas Stars,3,Minnesota Wild,5,0,playoffs2016
2016-04-18,Washington Capitals,6,Philadelphia Flyers,1,0,playoffs2016
2016-04-18,Los Angeles Kings,2,San Jose Sharks,1,1,playoffs2016
2016-04-19,Pittsburgh Penguins,3,New York Rangers,1,0,playoffs2016
2016-04-19,Tampa Bay Lightning,3,Detroit Red Wings,2,0,playoffs2016
2016-04-19,St. Louis Blues,4,Chicago Blackhawks,3,0,playoffs2016
2016-04-19,Anaheim Ducks,3,Nashville Predators,0,0,playoffs2016
2016-04-20,Dallas Stars,3,Minnesota Wild,2,0,playoffs2016
2016-04-20,Florida Panthers,2,New York Islanders,1,0,playoffs2016
2016-04-20,Washington Capitals,1,Philadelphia Flyers,2,0,playoffs2016
2016-04-20,Los Angeles Kings,2,San Jose Sharks,3,0,playoffs2016
2016-04-21,Anaheim Ducks,4,Nashville Predators,1,0,playoffs2016
2016-04-21,Pittsburgh Penguins,5,New York Rangers,0,0,playoffs2016
2016-04-21,Chicago Blackhawks,4,St. Louis Blues,3,0,playoffs2016
2016-04-21,Detroit Red Wings,0,Tampa Bay Lightning,1,0,playoffs2016
2016-04-22,Minnesota Wild,5,Dallas Stars,4,1,playoffs2016
2016-04-22,Philadelphia Flyers,2,Washington Capitals,0,0,playoffs2016
2016-04-22,San Jose Sharks,6,Los Angeles Kings,3,0,playoffs2016
2016-04-22,New York Islanders,2,Florida Panthers,1,0,playoffs2016
2016-04-23,Nashville Predators,2,Anaheim Ducks,5,0,playoffs2016
2016-04-23,St. Louis Blues,3,Chicago Blackhawks,6,0,playoffs2016
2016-04-23,New York Rangers,3,Pittsburgh Penguins,6,0,playoffs2016
2016-04-24,Dallas Stars,5,Minnesota Wild,4,0,playoffs2016
2016-04-24,Florida Panthers,1,New York Islanders,2,0,playoffs2016
2016-04-24,Washington Capitals,1,Philadelphia Flyers,0,0,playoffs2016
2016-04-25,Chicago Blackhawks,2,St. Louis Blues,3,0,playoffs2016
2016-04-25,Anaheim Ducks,1,Nashville Predators,3,0,playoffs2016
2016-04-27,Nashville Predators,2,Anaheim Ducks,1,0,playoffs2016
2016-04-27,New York Islanders,5,Tampa Bay Lightning,3,0,playoffs2016
2016-04-28,Pittsburgh Penguins,3,Washington Capitals,4,1,playoffs2016
2016-04-29,St. Louis Blues,1,Dallas Stars,2,0,playoffs2016
2016-04-29,Nashville Predators,2,San Jose Sharks,5,0,playoffs2016
2016-04-30,New York Islanders,1,Tampa Bay Lightning,4,0,playoffs2016
2016-04-30,Pittsburgh Penguins,2,Washington Capitals,1,0,playoffs2016
2016-05-01,St. Louis Blues,4,Dallas Stars,3,1,playoffs2016
2016-05-01,Nashville Predators,2,San Jose Sharks,3,0,playoffs2016
2016-05-02,Washington Capitals,2,Pittsburgh Penguins,3,0,playoffs2016
2016-05-03,Tampa Bay Lightning,5,New York Islanders,4,1,playoffs2016
2016-05-03,Dallas Stars,1,St. Louis Blues,6,0,playoffs2016
2016-05-03,San Jose Sharks,1,Nashville Predators,4,0,playoffs2016
2016-05-04,Washington Capitals,2,Pittsburgh Penguins,3,1,playoffs2016
2016-05-05,San Jose Sharks,3,Nashville Predators,4,0,playoffs2016
2016-05-05,Dallas Stars,3,St. Louis Blues,2,1,playoffs2016
2016-05-06,Tampa Bay Lightning,2,New York Islanders,1,1,playoffs2016
2016-05-07,St. Louis Blues,4,Dallas Stars,1,0,playoffs2016
2016-05-07,Nashville Predators,1,San Jose Sharks,5,0,playoffs2016
2016-05-07,Pittsburgh Penguins,1,Washington Capitals,3,0,playoffs2016
2016-05-08,New York Islanders,0,Tampa Bay Lightning,4,0,playoffs2016
2016-05-09,Dallas Stars,3,St. Louis Blues,2,0,playoffs2016
2016-05-09,San Jose Sharks,3,Nashville Predators,4,1,playoffs2016
2016-05-10,Washington Capitals,3,Pittsburgh Penguins,4,1,playoffs2016
2016-05-11,St. Louis Blues,6,Dallas Stars,1,0,playoffs2016
2016-05-12,Nashville Predators,0,San Jose Sharks,5,0,playoffs2016
2016-05-13,Tampa Bay Lightning,3,Pittsburgh Penguins,1,0,playoffs2016
2016-05-15,San Jose Sharks,1,St. Louis Blues,2,0,playoffs2016
2016-05-16,Tampa Bay Lightning,2,Pittsburgh Penguins,3,1,playoffs2016
2016-05-17,San Jose Sharks,4,St. Louis Blues,0,0,playoffs2016
2016-05-18,Pittsburgh Penguins,4,Tampa Bay Lightning,2,0,playoffs2016
2016-05-19,St. Louis Blues,0,San Jose Sharks,3,0,playoffs2016
2016-05-20,Pittsburgh Penguins,3,Tampa Bay Lightning,4,0,playoffs2016
2016-05-21,St. Louis Blues,6,San Jose Sharks,3,0,playoffs2016
2016-05-22,Tampa Bay Lightning,4,Pittsburgh Penguins,3,1,playoffs2016
2016-05-23,San Jose Sharks,6,St. Louis Blues,3,0,playoffs2016
2016-05-24,Pittsburgh Penguins,5,Tampa Bay Lightning,2,0,playoffs2016
2016-05-25,St. Louis Blues,2,San Jose Sharks,5,0,playoffs2016
2016-05-26,Tampa Bay Lightning,1,Pittsburgh Penguins,2,0,playoffs2016
2016-05-30,San Jose Sharks,2,Pittsburgh Penguins,3,0,playoffs2016
2016-06-01,San Jose Sharks,1,Pittsburgh Penguins,2,1,playoffs2016
2016-06-04,Pittsburgh Penguins,2,San Jose Sharks,3,1,playoffs2016
2016-06-06,Pittsburgh Penguins,3,San Jose Sharks,1,0,playoffs2016
2016-06-09,San Jose Sharks,4,Pittsburgh Penguins,2,0,playoffs2016
2016-06-12,Pittsburgh Penguins,3,San Jose Sharks,1,0,playoffs2016
2017-04-12,St. Louis Blues,2,Minnesota Wild,1,1,playoffs2017
2017-04-12,San Jose Sharks,3,Edmonton Oilers,2,1,playoffs2017
2017-04-12,Columbus Blue Jackets,1,Pittsburgh Penguins,3,0,playoffs2017
2017-04-12,New York Rangers,2,Montreal Canadiens,0,0,playoffs2017
2017-04-12,Boston Bruins,2,Ottawa Senators,1,0,playoffs2017
2017-04-13,Calgary Flames,2,Anaheim Ducks,3,0,playoffs2017
2017-04-13,Nashville Predators,1,Chicago Blackhawks,0,0,playoffs2017
2017-04-13,Toronto Maple Leafs,2,Washington Capitals,3,1,playoffs2017
2017-04-14,San Jose Sharks,0,Edmonton Oilers,2,0,playoffs2017
2017-04-14,St. Louis Blues,2,Minnesota Wild,1,0,playoffs2017
2017-04-14,New York Rangers,3,Montreal Canadiens,4,1,playoffs2017
2017-04-14,Columbus Blue Jackets,1,Pittsburgh Penguins,4,0,playoffs2017
2017-04-15,Calgary Flames,2,Anaheim Ducks,3,0,playoffs2017
2017-04-15,Toronto Maple Leafs,4,Washington Capitals,3,0,playoffs2017
2017-04-15,Boston Bruins,3,Ottawa Senators,4,1,playoffs2017
2017-04-15,Nashville Predators,5,Chicago Blackhawks,0,0,playoffs2017
2017-04-16,Pittsburgh Penguins,5,Columbus Blue Jackets,4,1,playoffs2017
2017-04-16,Montreal Canadiens,3,New York Rangers,1,0,playoffs2017
2017-04-16,Edmonton Oilers,1,San Jose Sharks,0,0,playoffs2017
2017-04-16,Minnesota Wild,1,St. Louis Blues,3,0,playoffs2017
2017-04-17,Washington Capitals,3,Toronto Maple Leafs,4,1,playoffs2017
2017-04-17,Chicago Blackhawks,2,Nashville Predators,3,1,playoffs2017
2017-04-17,Ottawa Senators,4,Boston Bruins,3,1,playoffs2017
2017-04-17,Anaheim Ducks,5,Calgary Flames,4,1,playoffs2017
2017-04-18,Pittsburgh Penguins,4,Columbus Blue Jackets,5,0,playoffs2017
2017-04-18,Montreal Canadiens,1,New York Rangers,2,0,playoffs2017
2017-04-18,Edmonton Oilers,0,San Jose Sharks,7,0,playoffs2017
2017-04-19,Ottawa Senators,1,Boston Bruins,0,0,playoffs2017
2017-04-19,Anaheim Ducks,3,Calgary Flames,1,0,playoffs2017
2017-04-19,Minnesota Wild,2,St. Louis Blues,0,0,playoffs2017
2017-04-19,Washington Capitals,5,Toronto Maple Leafs,4,0,playoffs2017
2017-04-20,New York Rangers,3,Montreal Canadiens,2,1,playoffs2017
2017-04-20,Columbus Blue Jackets,2,Pittsburgh Penguins,5,0,playoffs2017
2017-04-20,Chicago Blackhawks,1,Nashville Predators,4,0,playoffs2017
2017-04-20,San Jose Sharks,3,Edmonton Oilers,4,1,playoffs2017
2017-04-21,Boston Bruins,3,Ottawa Senators,2,0,playoffs2017
2017-04-21,Toronto Maple Leafs,1,Washington Capitals,2,1,playoffs2017
2017-04-22,St. Louis Blues,4,Minnesota Wild,3,1,playoffs2017
2017-04-22,Montreal Canadiens,1,New York Rangers,3,0,playoffs2017
2017-04-22,Edmonton Oilers,3,San Jose Sharks,1,0,playoffs2017
2017-04-23,Ottawa Senators,3,Boston Bruins,2,1,playoffs2017
2017-04-23,Washington Capitals,2,Toronto Maple Leafs,1,1,playoffs2017
2017-04-26,Nashville Predators,4,St. Louis Blues,3,0,playoffs2017
2017-04-26,Edmonton Oilers,5,Anaheim Ducks,3,0,playoffs2017
2017-04-27,New York Rangers,1,Ottawa Senators,2,0,playoffs2017
2017-04-27,Pittsburgh Penguins,3,Washington Capitals,2,0,playoffs2017
2017-04-28,Edmonton Oilers,2,Anaheim Ducks,1,0,playoffs2017
2017-04-28,Nashville Predators,2,St. Louis Blues,3,0,playoffs2017
2017-04-29,New York Rangers,5,Ottawa Senators,6,0,playoffs2017
2017-04-29,Pittsburgh Penguins,6,Washington Capitals,2,0,playoffs2017
2017-04-30,Anaheim Ducks,6,Edmonton Oilers,3,0,playoffs2017
2017-04-30,St. Louis Blues,1,Nashville Predators,3,0,playoffs2017
2017-05-01,Washington Capitals,3,Pittsburgh Penguins,2,1,playoffs2017
2017-05-02,St. Louis Blues,1,Nashville Predators,2,0,playoffs2017
2017-05-02,Ottawa Senators,1,New York Rangers,4,0,playoffs2017
2017-05-03,Anaheim Ducks,4,Edmonton Oilers,3,1,playoffs2017
2017-05-03,Washington Capitals,2,Pittsburgh Penguins,3,0,playoffs2017
2017-05-04,Ottawa Senators,1,New York Rangers,4,0,playoffs2017
2017-05-05,Edmonton Oilers,3,Anaheim Ducks,4,0,playoffs2017
2017-05-05,Nashville Predators,1,St. Louis Blues,2,0,playoffs2017
2017-05-06,New York Rangers,4,Ottawa Senators,5,1,playoffs2017
2017-05-06,Pittsburgh Penguins,2,Washington Capitals,4,0,playoffs2017
2017-05-07,Anaheim Ducks,1,Edmonton Oilers,7,0,playoffs2017
2017-05-07,St. Louis Blues,1,Nashville Predators,3,0,playoffs2017
2017-05-08,Washington Capitals,5,Pittsburgh Penguins,2,0,playoffs2017
2017-05-09,Ottawa Senators,4,New York Rangers,2,0,playoffs2017
2017-05-10,Pittsburgh Penguins,2,Washington Capitals,0,0,playoffs2017
2017-05-10,Edmonton Oilers,1,Anaheim Ducks,2,0,playoffs2017
2017-05-12,Nashville Predators,3,Anaheim Ducks,2,1,playoffs2017
2017-05-13,Ottawa Senators,2,Pittsburgh Penguins,1,1,playoffs2017
2017-05-14,Nashville Predators,3,Anaheim Ducks,5,0,playoffs2017
2017-05-15,Ottawa Senators,0,Pittsburgh Penguins,1,0,playoffs2017
2017-05-16,Anaheim Ducks,1,Nashville Predators,2,0,playoffs2017
2017-05-17,Pittsburgh Penguins,1,Ottawa Senators,5,0,playoffs2017
2017-05-18,Anaheim Ducks,3,Nashville Predators,2,1,playoffs2017
2017-05-19,Pittsburgh Penguins,3,Ottawa Senators,2,0,playoffs2017
2017-05-20,Nashville Predators,3,Anaheim Ducks,1,0,playoffs2017
2017-05-21,Ottawa Senators,0,Pittsburgh Penguins,7,0,playoffs2017
2017-05-22,Anaheim Ducks,3,Nashville Predators,6,0,playoffs2017
2017-05-23,Pittsburgh Penguins,1,Ottawa Senators,2,0,playoffs2017
2017-05-25,Ottawa Senators,2,Pittsburgh Penguins,3,0,playoffs2017
2017-05-29,Nashville Predators,3,Pittsburgh Penguins,5,0,playoffs2017
2017-05-31,Nashville Predators,1,Pittsburgh Penguins,4,0,playoffs2017
2017-06-03,Pittsburgh Penguins,1,Nashville Predators,5,0,playoffs2017
2017-06-05,Pittsburgh Penguins,1,Nashville Predators,4,0,playoffs2017
2017-06-08,Nashville Predators,0,Pittsburgh Penguins,6,0,playoffs2017
2017-06-11,Pittsburgh Penguins,2,Nashville Predators,0,0,playoffs2017
2018-04-11,Los Angeles Kings,0,Vegas Golden Knights,1,0,playoffs2018
2018-04-11,Philadelphia Flyers,0,Pittsburgh Penguins,7,0,playoffs2018
2018-04-11,Minnesota Wild,2,Winnipeg Jets,3,0,playoffs2018
2018-04-12,San Jose Sharks,3,Anaheim Ducks,0,0,playoffs2018
2018-04-12,Toronto Maple Leafs,1,Boston Bruins,5,0,playoffs2018
2018-04-12,Colorado Avalanche,2,Nashville Predators,5,0,playoffs2018
2018-04-12,New Jersey Devils,2,Tampa Bay Lightning,5,0,playoffs2018
2018-04-12,Columbus Blue Jackets,4,Washington Capitals,3,1,playoffs2018
2018-04-13,Philadelphia Flyers,5,Pittsburgh Penguins,1,0,playoffs2018
2018-04-13,Los Angeles Kings,1,Vegas Golden Knights,2,0,playoffs2018
2018-04-13,Minnesota Wild,1,Winnipeg Jets,4,0,playoffs2018
2018-04-14,San Jose Sharks,3,Anaheim Ducks,2,0,playoffs2018
2018-04-14,New Jersey Devils,3,Tampa Bay Lightning,5,0,playoffs2018
2018-04-14,Colorado Avalanche,4,Nashville Predators,5,0,playoffs2018
