,Rk,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,SEASON
33,27,Mathieu Garon,33,CBJ,36,29,10,14,6,88,887,799,.901,2.72,3,4.0,1938,10,.345,5,114,-10.73,0,1,1,2,2011
34,28,Martin Gerber,36,EDM,3,3,3,0,0,4,95,91,.958,1.30,0,1.1,185,3,1.000,0,,,0,1,1,0,2011
35,29,Jean-Sébastien Giguère,33,TOR,33,26,11,11,4,78,777,699,.900,2.87,0,3.4,1633,13,.500,3,115,-10.31,0,0,0,4,2011
36,30,Jonas Gustavsson,26,TOR,23,21,6,13,2,68,620,552,.890,3.28,0,2.1,1242,6,.286,4,126,-13.99,0,0,0,0,2011
37,31,Jaroslav Halák,25,STL,57,57,27,21,7,136,1518,1382,.910,2.48,7,8.6,3294,32,.561,7,103,-3.76,0,0,0,6,2011
38,32,Johan Hedberg,37,NJD,34,27,15,12,2,68,777,709,.912,2.38,3,4.6,1717,17,.630,4,100,-0.31,0,1,1,4,2011
39,33,Jonas Hiller,28,ANA,49,46,26,16,3,114,1493,1379,.924,2.56,5,10.8,2672,26,.565,5,88,16.06,0,1,1,0,2011
40,34,Braden Holtby,21,WSH,14,12,10,2,2,22,332,310,.934,1.79,2,2.8,736,8,.667,2,76,6.92,0,1,1,0,2011
41,35,Jimmy Howard,26,DET,63,63,37,17,5,168,1830,1662,.908,2.79,2,9.9,3615,30,.476,8,105,-8.58,0,1,1,4,2011
42,36,Brent Johnson,33,PIT,23,20,13,5,3,47,604,557,.922,2.17,1,4.3,1297,15,.750,4,89,5.62,0,1,1,24,2011
43,37,Chad Johnson,24,NYR,1,0,0,0,0,2,11,9,.818,6.00,0,-0.1,20,0,,0,,,0,0,0,0,2011
44,38,Henrik Karlsson,27,CGY,17,11,4,5,6,36,391,355,.908,2.58,0,2.1,838,6,.545,3,106,-1.94,0,0,0,0,2011
45,39,Nikolai Khabibulin,38,EDM,47,46,10,32,4,153,1389,1236,.890,3.40,2,4.5,2701,15,.326,12,126,-32.00,0,0,0,12,2011
46,40,Anton Khudobin,24,MIN,4,3,2,1,0,5,86,81,.942,1.59,1,0.8,189,2,.667,1,,,0,0,0,0,2011
48,41,Miikka Kiprusoff,34,CGY,71,71,37,24,6,182,1935,1753,.906,2.63,6,10.0,4156,39,.549,14,108,-13.43,0,1,1,2,2011
49,42,Mikko Koskinen,22,NYI,4,4,2,1,0,15,118,103,.873,4.33,0,0.1,208,2,.500,2,,,0,0,0,0,2011
50,43,Jason LaBarbera,31,PHX,17,15,7,6,3,48,529,481,.909,3.26,2,2.9,883,10,.667,3,104,-1.92,0,0,0,2,2011
51,44,Patrick Lalime,36,BUF,7,4,0,5,0,18,163,145,.890,2.96,0,0.5,365,0,.000,1,,,0,1,1,0,2011
52,45,Nathan Lawson,27,NYI,10,7,1,4,2,26,243,217,.893,4.06,0,0.9,384,3,.429,2,,,0,0,0,0,2011
53,46,Pascal Leclaire,28,OTT,14,13,4,7,1,36,391,355,.908,2.83,0,2.1,763,8,.615,1,106,-1.94,0,0,0,0,2011
54,47,Robin Lehner,19,OTT,8,5,1,4,0,20,178,158,.888,3.52,0,0.5,341,1,.200,2,,,0,0,0,2,2011
55,48,Kari Lehtonen,27,DAL,69,68,34,24,11,175,2043,1868,.914,2.55,3,12.5,4119,38,.559,8,98,2.98,0,6,6,6,2011
56,49,Michael Leighton,29,PHI,1,1,1,0,0,4,36,32,.889,4.01,0,0.1,60,0,.000,0,,,0,0,0,0,2011
57,50,David LeNeveu,27,CBJ,1,0,0,0,0,2,12,10,.833,6.00,0,0.0,20,0,,0,,,0,0,0,0,2011
58,51,Anders Lindbäck,22,NSH,22,18,11,5,2,49,576,527,.915,2.60,2,3.6,1131,12,.667,2,98,1.18,0,0,0,0,2011
59,52,Henrik Lundqvist,28,NYR,68,67,36,27,5,152,1965,1813,.923,2.28,11,14.0,4007,36,.537,9,89,19.18,0,4,4,6,2011
60,53,Roberto Luongo*,31,VAN,60,60,38,15,7,126,1753,1627,.928,2.11,4,13.6,3590,40,.667,4,83,26.71,0,3,3,2,2011
61,54,Joey MacDonald,30,DET,15,9,5,5,3,31,372,341,.917,2.58,1,2.4,721,3,.333,2,96,1.41,0,0,0,0,2011
62,55,Peter Mannino,26,ATL,2,0,0,0,0,5,36,31,.861,4.12,0,0.0,73,0,,0,,,0,0,0,0,2011
63,56,Jacob Markström,21,FLA,1,0,0,1,0,2,14,12,.857,3.01,0,0.0,40,0,,0,,,0,0,0,0,2011
64,57,Chris Mason,34,ATL,33,27,13,13,3,95,882,787,.892,3.39,1,3.1,1682,9,.333,6,124,-18.16,0,0,0,4,2011
65,58,Steve Mason,22,CBJ,54,53,24,21,7,153,1541,1388,.901,3.03,3,7.0,3027,25,.472,14,114,-18.75,0,1,1,2,2011
66,59,Thomas McCollum,21,DET,1,0,0,0,0,3,8,5,.625,12.31,0,-0.2,15,0,,0,,,0,0,0,0,2011
67,60,Curtis McElhinney,27,TOT,28,22,9,13,1,74,721,647,.897,3.18,2,3.0,1395,9,.409,7,118,-11.19,0,1,1,0,2011
71,61,Mike McKenna,27,NJD,2,1,0,1,0,6,56,50,.893,3.05,0,0.2,118,0,.000,0,,,0,0,0,0,2011
72,62,Ryan Miller,30,BUF,66,65,34,22,8,165,1964,1799,.916,2.59,5,12.4,3829,39,.600,9,96,6.10,0,2,2,6,2011
73,63,Al Montoya,25,NYI,20,18,9,5,5,46,585,539,.921,2.39,1,4.1,1154,13,.722,0,90,4.96,0,1,1,2,2011
74,64,Michal Neuvirth,22,WSH,48,44,27,12,4,110,1283,1173,.914,2.45,4,7.8,2689,21,.477,4,98,1.77,0,0,0,0,2011
75,65,Antti Niemi,27,SJS,60,60,35,18,6,140,1741,1601,.920,2.38,6,11.7,3524,37,.617,6,92,11.67,0,1,1,2,2011
76,66,Antero Niittymäki,30,SJS,24,22,12,7,3,64,615,551,.896,2.71,0,2.4,1414,11,.500,5,119,-10.42,0,0,0,2,2011
77,67,Chris Osgood,38,DET,11,10,5,3,2,29,298,269,.903,2.77,0,1.4,629,5,.500,2,,,0,0,0,4,2011
78,68,Ondřej Pavelec,23,ATL,58,54,21,23,9,147,1705,1558,.914,2.73,4,10.3,3225,26,.481,8,99,1.53,0,0,0,4,2011
79,69,Justin Peters,24,CAR,12,8,3,5,1,43,343,300,.875,3.98,0,0.5,648,3,.375,1,144,-13.12,0,0,0,4,2011
80,70,Timo Pielmeier,21,ANA,1,0,0,0,0,5,12,7,.583,7.50,0,-0.4,40,0,,0,,,0,0,0,0,2011
81,71,Kevin Poulin,20,NYI,10,7,4,2,1,20,262,242,.924,2.44,0,1.9,491,5,.714,1,,,0,0,0,0,2011
82,72,Carey Price,23,MTL,72,70,38,28,6,165,2147,1982,.923,2.35,8,15.4,4206,42,.600,9,88,22.04,0,2,2,13,2011
83,73,Jonathan Quick,25,LAK,61,60,35,22,3,134,1631,1497,.918,2.24,6,10.7,3591,37,.617,7,94,8.09,0,2,2,0,2011
84,74,Tuukka Rask,23,BOS,29,27,11,14,2,71,866,795,.918,2.67,2,5.7,1594,16,.593,4,94,4.44,0,0,0,2,2011
85,75,Andrew Raycroft,30,DAL,19,14,8,5,0,40,446,406,.910,2.83,2,2.5,847,7,.500,4,103,-1.15,0,0,0,0,2011
86,76,James Reimer,22,TOR,37,35,20,10,5,90,1134,1044,.921,2.60,3,7.8,2080,21,.600,4,91,8.79,0,1,1,2,2011
87,77,Pekka Rinne,28,NSH,64,64,33,22,9,134,1905,1771,.930,2.12,6,15.1,3789,43,.672,8,81,31.96,0,0,0,12,2011
88,78,Dwayne Roloson,41,TOT,54,54,24,25,5,138,1596,1458,.914,2.59,4,9.6,3199,30,.556,8,99,1.04,0,2,2,8,2011
91,79,Cory Schneider,24,VAN,25,22,16,4,2,51,714,663,.929,2.23,1,5.6,1372,15,.682,3,82,11.20,0,3,3,0,2011
92,80,Mike Smith,28,TBL,22,20,13,6,1,58,576,518,.899,2.89,1,2.5,1202,10,.500,5,116,-7.82,0,1,1,2,2011
94,81,Alex Stalock,23,SJS,1,0,1,0,0,0,9,9,1.000,0.00,0,0.1,30,0,,0,,,0,0,0,0,2011
95,82,José Théodore,34,MIN,32,29,15,11,3,81,963,882,.916,2.71,1,6.1,1793,16,.552,2,97,2.89,0,0,0,2,2011
96,83,Tim Thomas,36,BOS,57,55,35,11,9,112,1811,1699,.938,2.00,9,16.2,3364,41,.745,3,71,45.77,0,3,3,13,2011
97,84,Marty Turco,35,CHI,29,27,11,11,3,82,799,717,.897,3.02,1,3.3,1631,10,.370,5,118,-12.39,0,0,0,6,2011
98,85,Semyon Varlamov,22,WSH,27,25,11,9,5,58,759,701,.924,2.23,2,5.5,1560,18,.720,2,88,8.12,0,0,0,2,2011
99,86,Tomáš Vokoun,34,FLA,57,57,22,28,5,137,1753,1616,.922,2.55,6,12.3,3224,31,.544,8,90,15.71,0,1,1,2,2011
100,87,Cam Ward,26,CAR,74,73,37,26,10,184,2375,2191,.923,2.56,4,16.8,4318,43,.589,8,89,22.90,0,1,1,0,2011
0,1,Craig Anderson,28,COL,71,71,38,25,7,186,2233,2047,.917,2.63,7,14.8,4235,41,.577,10,94,12.14,0,3,3,16,2010
1,2,Alex Auld,29,TOT,24,20,9,7,3,64,610,546,.895,2.96,0,2.5,1300,8,.400,4,118,-9.87,0,2,2,2,2010
4,3,Johan Backlund,28,PHI,1,1,0,1,0,2,24,22,.917,3.00,0,0.2,40,1,1.000,0,,,0,0,0,0,2010
5,4,Niklas Bäckström,31,MIN,60,58,26,23,8,158,1632,1474,.903,2.72,2,8.3,3489,31,.534,13,109,-13.19,0,1,1,4,2010
6,5,Jonathan Bernier,21,LAK,3,3,3,0,0,4,94,90,.957,1.30,1,1.1,185,2,.667,0,,,0,1,1,0,2010
7,6,Martin Biron,32,NYI,29,26,9,14,4,89,859,770,.896,3.27,1,3.7,1634,9,.346,3,117,-12.78,0,1,1,2,2010
8,7,Brian Boucher,33,PHI,33,26,9,18,3,80,796,716,.899,2.76,1,3.7,1742,15,.577,7,113,-9.37,0,1,1,2,2010
9,8,Martin Brodeur*,37,NJD,77,76,45,25,6,168,2004,1836,.916,2.24,9,13.2,4499,43,.566,14,94,9.82,0,3,3,6,2010
10,9,Mike Brodeur,26,OTT,3,3,3,0,0,3,87,84,.966,1.00,1,1.1,180,3,1.000,0,,,0,0,0,0,2010
11,10,Ilya Bryzgalov,29,PHX,69,68,42,20,6,156,1961,1805,.920,2.29,8,13.9,4084,43,.632,10,90,18.00,0,1,1,4,2010
12,11,Peter Budaj,27,COL,15,11,5,5,2,32,386,354,.917,2.64,1,2.6,728,8,.727,1,93,2.25,0,1,1,0,2010
13,12,Scott Clemmensen,32,FLA,23,20,9,8,2,59,668,609,.912,2.91,1,4.0,1215,10,.500,3,100,0.27,0,0,0,0,2010
14,13,Matt Climie,26,DAL,1,1,0,1,0,5,38,33,.868,5.00,0,0.0,60,0,.000,0,,,0,0,0,0,2010
15,14,Ty Conklin,33,STL,26,21,10,10,2,60,764,704,.921,2.48,4,5.5,1451,13,.619,2,89,7.79,0,1,1,4,2010
16,15,Corey Crawford,25,CHI,1,1,0,1,0,3,35,32,.914,3.04,0,0.2,59,1,1.000,0,,,0,0,0,0,2010
17,16,John Curry,25,PIT,1,1,0,1,0,5,14,9,.643,12.25,0,-0.4,24,0,.000,1,,,0,0,0,0,2010
18,17,Yann Danis,28,NJD,12,6,3,2,1,16,207,191,.923,2.05,0,1.5,467,3,.500,1,,,0,0,0,0,2010
19,18,Jeff Deslauriers,25,EDM,48,47,16,28,4,152,1529,1377,.901,3.26,3,7.3,2798,21,.447,11,112,-16.33,0,3,3,8,2010
20,19,Rick DiPietro,28,NYI,8,6,2,5,0,20,201,181,.900,2.60,1,1.0,462,3,.500,0,,,0,1,1,2,2010
21,20,Wade Dubielewicz,31,MIN,3,1,1,1,0,5,34,29,.853,2.98,0,0.0,101,0,.000,1,,,0,0,0,0,2010
22,Rk,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,2010
23,21,Devan Dubnyk,23,EDM,19,16,4,10,2,64,579,515,.889,3.57,0,2.0,1075,5,.313,4,125,-12.62,0,0,0,0,2010
24,22,Jeremy Duchesne,23,PHI,1,0,0,0,0,1,4,3,.750,3.59,0,-0.1,17,0,,0,,,0,0,0,0,2010
25,23,Brian Elliott,24,OTT,55,47,29,18,4,130,1424,1294,.909,2.57,5,8.1,3038,25,.532,9,103,-3.65,0,1,1,0,2010
26,24,Dan Ellis,29,NSH,31,28,15,13,1,77,848,771,.909,2.69,1,4.9,1715,14,.500,5,102,-1.76,0,1,1,4,2010
27,25,Ray Emery,27,PHI,29,29,16,11,1,74,783,709,.905,2.64,3,4.2,1684,16,.552,6,107,-4.52,0,1,1,2,2010
28,26,Jhonas Enroth,21,BUF,1,1,0,1,0,4,37,33,.892,4.12,0,0.1,58,0,.000,0,,,0,0,0,0,2010
29,27,Erik Ersberg,27,LAK,11,7,4,3,2,22,234,212,.906,2.40,0,1.3,551,4,.571,1,,,0,0,0,0,2010
30,28,Marc-André Fleury,25,PIT,67,65,37,21,6,168,1772,1604,.905,2.65,1,9.4,3798,30,.462,11,107,-10.77,0,1,1,10,2010
31,29,Mathieu Garon,32,CBJ,35,27,12,9,6,83,858,775,.903,2.81,2,4.4,1771,17,.630,7,109,-6.87,0,0,0,2,2010
32,30,Jean-Sébastien Giguère,32,TOT,35,32,10,15,7,96,1031,935,.907,2.85,3,5.7,2023,14,.438,4,105,-4.52,0,0,0,2,2010
35,31,Thomas Greiss,24,SJS,16,10,7,4,1,35,399,364,.912,2.68,0,2.4,782,7,.700,0,99,0.40,0,0,0,2,2010
36,32,Jonas Gustavsson,25,TOR,42,39,16,15,9,112,1146,1034,.902,2.87,1,5.7,2340,14,.359,5,110,-10.31,0,2,2,2,2010
37,33,Jaroslav Halák,24,MTL,45,43,26,13,5,105,1386,1281,.924,2.40,5,10.4,2630,26,.605,5,85,17.98,0,0,0,0,2010
38,34,Josh Harding,25,MIN,25,22,9,12,0,66,692,626,.905,3.05,1,3.6,1300,9,.409,4,107,-4.60,0,1,1,4,2010
39,35,Johan Hedberg,36,ATL,47,42,21,16,6,115,1355,1240,.915,2.62,3,8.7,2632,23,.548,6,96,5.23,0,1,1,6,2010
40,36,Jonas Hiller,27,ANA,59,58,30,23,4,152,1860,1708,.918,2.73,2,12.7,3338,32,.552,7,92,13.04,0,2,2,0,2010
41,37,Jimmy Howard,25,DET,63,60,37,15,10,141,1849,1708,.924,2.26,3,13.8,3740,36,.600,7,86,23.06,0,2,2,2,2010
42,38,Cristobal Huet,34,CHI,48,46,26,14,4,114,1083,969,.895,2.50,4,4.4,2731,24,.522,13,119,-17.90,0,0,0,4,2010
43,39,Brent Johnson,32,PIT,23,15,10,6,1,51,541,490,.906,2.76,0,2.9,1108,8,.533,3,106,-3.00,0,1,1,0,2010
44,40,Chad Johnson,23,NYR,5,4,1,2,1,11,135,124,.919,2.35,0,0.9,281,2,.500,0,,,0,1,1,0,2010
46,41,Nikolai Khabibulin,37,EDM,18,18,7,9,2,55,602,547,.909,3.03,0,3.4,1089,9,.500,1,103,-1.58,0,0,0,4,2010
47,42,Anton Khudobin,23,MIN,2,1,2,0,0,1,48,47,.979,0.86,0,0.7,69,1,1.000,0,,,0,0,0,0,2010
48,43,Miikka Kiprusoff,33,CGY,73,71,35,28,10,163,2035,1872,.920,2.31,4,14.3,4235,44,.620,9,90,17.57,0,0,0,4,2010
49,44,Jason LaBarbera,30,PHX,17,13,8,5,1,33,459,426,.928,2.13,0,3.7,928,10,.769,2,81,7.73,0,0,0,0,2010
50,45,Patrick Lalime,35,BUF,16,13,4,8,2,40,432,392,.907,2.81,0,2.4,854,6,.462,3,104,-1.67,0,0,0,2,2010
51,46,Pascal Leclaire,27,OTT,34,31,12,14,2,93,822,729,.887,3.20,0,2.6,1745,14,.452,9,128,-20.06,0,0,0,2,2010
52,47,Manny Legace,36,CAR,28,24,10,7,5,69,745,676,.907,2.81,1,4.1,1472,11,.458,4,104,-2.90,0,1,1,0,2010
53,48,Kari Lehtonen,26,DAL,12,10,6,4,0,31,350,319,.911,2.81,0,2.1,663,5,.500,1,100,0.06,0,1,1,0,2010
54,49,Michael Leighton,28,TOT,34,31,17,9,2,85,899,814,.905,2.83,1,4.8,1799,19,.613,6,107,-5.23,0,1,1,0,2010
57,50,Henrik Lundqvist,27,NYR,73,72,35,27,10,167,2109,1942,.921,2.38,4,15.0,4204,44,.611,10,89,20.13,0,1,1,0,2010
58,51,Roberto Luongo*,30,VAN,68,67,40,22,4,167,1915,1748,.913,2.57,4,11.8,3899,41,.612,10,98,2.92,0,0,0,0,2010
59,52,Joey MacDonald,29,TOR,6,5,1,4,0,17,157,140,.892,3.20,0,0.6,319,2,.400,1,,,0,0,0,0,2010
60,53,Chris Mason,33,STL,61,61,30,22,8,148,1699,1551,.913,2.53,2,10.5,3512,36,.590,10,98,2.75,0,0,0,0,2010
61,54,Steve Mason,21,CBJ,58,54,20,26,9,163,1653,1490,.901,3.05,5,8.0,3201,25,.463,15,111,-16.33,0,2,2,2,2010
62,55,Curtis McElhinney,26,TOT,20,14,8,5,2,51,523,472,.902,2.99,0,2.6,1023,6,.429,1,110,-4.59,0,0,0,0,2010
65,56,Ryan Miller,29,BUF,69,67,41,18,8,150,2098,1948,.929,2.22,5,16.8,4047,48,.716,6,81,36.16,0,0,0,4,2010
66,57,Evgeni Nabokov,34,SJS,71,71,44,16,10,170,2168,1998,.922,2.43,3,15.6,4194,45,.634,11,88,22.37,0,0,0,6,2010
67,58,Michal Neuvirth,21,WSH,17,16,9,4,0,40,464,424,.914,2.75,0,2.9,872,10,.625,4,97,1.17,0,0,0,0,2010
68,59,Antti Niemi,26,CHI,39,35,26,7,4,82,936,854,.912,2.25,7,5.7,2190,17,.486,7,99,1.05,0,1,1,0,2010
69,60,Antero Niittymäki,29,TBL,49,45,21,18,5,127,1388,1261,.909,2.87,1,7.9,2657,21,.467,11,103,-3.84,0,1,1,0,2010
71,61,Chris Osgood,37,DET,23,21,7,9,4,63,561,498,.888,3.02,1,1.8,1252,9,.429,7,127,-13.22,0,1,1,0,2010
72,62,Ondřej Pavelec,22,ATL,42,40,14,18,7,127,1353,1226,.906,3.29,2,7.3,2317,17,.425,6,106,-6.95,0,1,1,0,2010
73,63,Alexander Pechurski,19,PIT,1,0,0,0,0,1,13,12,.923,1.69,0,0.1,36,0,,0,,,0,0,0,0,2010
74,64,Justin Peters,23,CAR,9,8,6,3,0,23,241,218,.905,2.83,0,1.3,488,4,.500,2,,,0,0,0,0,2010
75,65,Carey Price,22,MTL,41,39,13,20,5,109,1244,1135,.912,2.77,0,7.6,2358,21,.538,4,99,1.38,0,1,1,8,2010
76,66,Jonathan Quick,24,LAK,72,71,39,24,7,180,1927,1747,.907,2.54,4,10.5,4258,34,.479,13,105,-9.02,0,1,1,2,2010
77,67,Tuukka Rask,22,BOS,45,39,22,12,5,84,1221,1137,.931,1.97,5,10.2,2562,29,.744,2,78,24.34,0,3,3,2,2010
78,68,Andrew Raycroft,29,VAN,21,14,9,5,1,39,438,399,.911,2.42,1,2.6,967,8,.571,2,100,-0.14,0,0,0,4,2010
79,69,Pekka Rinne,27,NSH,58,54,32,16,5,137,1541,1404,.911,2.53,7,9.2,3246,25,.463,7,100,-0.27,0,0,0,2,2010
80,70,Dwayne Roloson,40,NYI,50,49,23,18,7,145,1555,1410,.907,3.00,1,8.5,2897,27,.551,10,105,-7.02,0,0,0,14,2010
81,71,Alexander Salák,23,FLA,2,0,0,1,0,6,40,34,.850,5.41,0,0.0,67,0,,0,,,0,0,0,0,2010
82,72,Cory Schneider,23,VAN,2,1,0,1,0,5,59,54,.915,3.81,0,0.4,79,1,1.000,0,,,0,0,0,0,2010
83,73,Mike Smith,27,TBL,42,36,13,18,7,117,1165,1048,.900,3.09,2,5.4,2273,17,.472,6,113,-13.63,0,0,0,14,2010
84,74,José Théodore,33,WSH,47,42,30,7,7,121,1352,1231,.911,2.81,1,8.0,2586,25,.595,7,101,-1.04,0,2,2,0,2010
85,75,Tim Thomas,35,BOS,43,42,17,18,8,104,1221,1117,.915,2.56,5,7.8,2442,26,.619,9,96,4.34,0,0,0,8,2010
86,76,Dustin Tokarski,20,TBL,2,0,0,0,0,3,16,13,.813,4.06,0,-0.1,44,0,,0,,,0,0,0,0,2010
87,77,Vesa Toskala,32,TOT,32,26,9,12,3,93,773,680,.880,3.48,1,1.8,1605,9,.346,8,136,-24.41,0,0,0,4,2010
90,78,Marty Turco,34,DAL,53,51,22,20,11,140,1605,1465,.913,2.72,4,9.9,3088,29,.569,8,98,2.41,0,4,4,10,2010
91,79,Steve Valiquette,32,NYR,6,5,2,3,0,19,128,109,.852,3.74,1,-0.1,305,2,.400,2,,,0,0,0,0,2010
92,80,Semyon Varlamov,21,WSH,26,23,15,4,6,65,718,653,.909,2.55,2,4.2,1527,11,.478,3,102,-1.29,0,1,1,0,2010
94,81,Tomáš Vokoun,33,FLA,63,62,23,28,11,157,2081,1924,.925,2.55,7,15.7,3695,38,.613,6,85,27.65,0,2,2,0,2010
95,82,Cam Ward,25,CAR,47,44,18,23,5,119,1409,1290,.916,2.69,0,9.2,2651,25,.568,4,95,6.02,0,3,3,0,2010
96,83,Matt Zaba,26,NYR,1,0,0,0,0,2,16,14,.875,3.56,0,0.0,34,0,,0,,,0,0,0,0,2010
0,1,Craig Anderson,27,FLA,31,27,15,7,5,74,977,903,.924,2.71,3,7.6,1636,16,.593,6,83,15.40,0,1,1,2,2009
1,2,Alex Auld,28,OTT,43,38,16,18,7,101,1141,1040,.911,2.47,1,7.2,2449,22,.579,4,97,3.41,0,0,0,2,2009
2,3,Niklas Bäckström,30,MIN,71,71,37,24,8,159,2059,1900,.923,2.33,8,15.6,4088,47,.662,9,84,29.42,0,0,0,6,2009
3,4,Martin Biron,31,PHI,55,53,29,19,5,146,1718,1572,.915,2.76,2,11.5,3177,29,.547,7,93,11.21,0,4,4,0,2009
4,5,Ben Bishop,22,STL,6,3,1,1,1,12,112,100,.893,2.94,0,0.5,245,1,.333,0,,,0,0,0,0,2009
5,6,Brian Boucher,32,SJS,22,20,12,6,3,47,563,516,.917,2.18,2,3.9,1291,10,.500,1,91,4.52,0,0,0,2,2009
6,7,Martin Brodeur*,36,NJD,31,30,19,9,3,73,870,797,.916,2.42,5,5.9,1814,20,.667,5,92,6.61,0,0,0,4,2009
7,8,Ilya Bryzgalov,28,PHX,65,62,26,31,6,187,1994,1807,.906,2.98,3,11.4,3760,33,.532,13,102,-4.53,0,2,2,4,2009
8,9,Peter Budaj,26,COL,56,55,20,29,5,154,1531,1377,.899,2.86,2,7.6,3232,27,.491,14,110,-13.90,0,1,1,0,2009
9,10,Scott Clemmensen,31,NJD,40,39,25,13,1,94,1138,1044,.917,2.39,2,7.9,2356,22,.564,5,90,10.14,0,0,0,2,2009
10,11,Matt Climie,25,DAL,3,3,2,1,0,9,85,76,.894,2.92,0,0.4,185,1,.333,1,,,0,0,0,0,2009
11,12,Ty Conklin,32,DET,40,36,25,11,2,94,1033,939,.909,2.51,6,6.2,2246,18,.500,6,99,0.53,0,0,0,4,2009
12,13,John Curry,24,PIT,3,2,2,1,0,6,69,63,.913,2.40,0,0.4,150,1,.500,0,,,0,0,0,0,2009
13,14,Yann Danis,27,NYI,31,29,10,17,3,84,933,849,.910,2.86,2,5.7,1760,18,.621,7,98,1.38,0,0,0,0,2009
14,15,Marc Denis,31,MTL,1,0,0,0,0,1,7,6,.857,3.00,0,0.0,20,0,,0,,,0,0,0,0,2009
15,16,Jeff Deslauriers,24,EDM,10,7,4,3,0,30,302,272,.901,3.34,0,1.5,540,4,.571,2,,,0,1,1,0,2009
16,17,Rick DiPietro,27,NYI,5,5,1,3,0,15,139,124,.892,3.52,0,0.6,256,2,.400,3,,,0,2,2,2,2009
17,18,Wade Dubielewicz,30,CBJ,3,2,1,2,0,10,77,67,.870,3.56,0,0.1,169,0,.000,0,,,0,0,0,0,2009
18,19,Brian Elliott,23,OTT,31,30,16,8,3,77,786,709,.902,2.77,1,4.1,1667,15,.500,7,107,-5.07,0,0,0,0,2009
19,20,Dan Ellis,28,NSH,35,33,11,19,4,96,963,867,.900,2.93,3,4.9,1965,16,.485,8,109,-7.88,0,0,0,2,2009
20,Rk,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,2009
21,21,Erik Ersberg,26,LAK,28,25,8,11,5,65,651,586,.900,2.64,0,3.3,1477,11,.440,4,109,-5.43,0,0,0,2,2009
22,22,Manny Fernandez,34,BOS,28,27,16,8,3,71,791,720,.910,2.59,1,4.9,1644,15,.556,4,98,1.38,0,0,0,2,2009
23,23,Marc-André Fleury,24,PIT,62,61,35,18,7,162,1850,1688,.912,2.67,4,11.9,3641,31,.508,7,96,7.29,0,1,1,8,2009
24,24,Mathieu Garon,31,TOT,19,16,8,9,0,53,502,449,.894,3.12,0,2.2,1021,7,.438,6,115,-7.06,0,0,0,0,2009
27,25,Martin Gerber,34,TOT,26,26,10,14,1,78,799,721,.902,3.03,1,4.2,1545,13,.500,5,107,-4.88,0,1,1,16,2009
30,26,Jean-Sébastien Giguère,31,ANA,46,44,19,18,6,127,1274,1147,.900,3.10,2,6.4,2458,20,.455,10,109,-10.42,0,0,0,4,2009
31,27,Jaroslav Halák,23,MTL,34,33,18,14,1,92,1077,985,.915,2.86,1,7.2,1931,18,.545,2,93,6.56,0,0,0,0,2009
32,28,Josh Harding,24,MIN,19,11,3,9,1,32,453,421,.929,2.21,0,3.8,870,5,.455,0,77,9.45,0,0,0,2,2009
33,29,Johan Hedberg,35,ATL,33,26,13,12,3,100,875,775,.886,3.49,0,3.0,1717,9,.346,6,125,-19.93,0,0,0,2,2009
34,30,Riku Helenius,20,TBL,1,0,0,0,0,0,2,2,1.000,0.00,0,0.0,7,0,,0,,,0,0,0,0,2009
35,31,Jonas Hiller,26,ANA,46,38,23,15,1,99,1217,1118,.919,2.39,4,8.6,2486,23,.605,6,89,12.37,0,0,0,0,2009
36,32,Chris Holt,23,STL,1,0,0,0,0,0,3,3,1.000,0.00,0,0.0,19,0,,0,,,0,0,0,0,2009
37,33,Jimmy Howard,24,DET,1,1,0,1,0,4,28,24,.857,4.10,0,0.0,59,0,.000,0,,,0,0,0,0,2009
38,34,Cristobal Huet,33,CHI,41,40,20,15,4,99,1087,988,.909,2.53,3,6.5,2351,25,.625,8,100,0.47,0,0,0,2,2009
39,35,Brent Johnson,31,WSH,21,19,12,6,2,53,579,526,.908,2.81,0,3.5,1131,11,.579,2,100,-0.02,0,1,1,4,2009
40,36,Curtis Joseph,41,TOR,21,11,5,9,1,50,383,333,.869,3.57,0,0.6,841,2,.182,5,143,-14.95,0,0,0,0,2009
41,37,Nikolai Khabibulin,36,CHI,42,39,25,8,7,96,1192,1096,.919,2.33,3,8.6,2467,24,.615,3,88,13.08,0,2,2,8,2009
42,38,Miikka Kiprusoff,32,CGY,76,76,45,24,5,209,2155,1946,.903,2.84,4,11.5,4418,38,.500,11,106,-11.80,0,3,3,2,2009
43,39,Olaf Kölzig,38,TBL,8,8,2,4,1,25,245,220,.898,3.66,0,1.2,410,3,.375,2,,,0,0,0,0,2009
44,40,Brent Krahn,26,DAL,1,0,0,0,0,3,9,6,.667,9.00,0,-0.2,20,0,,0,,,0,0,0,0,2009
